rank,lat_cell,lon_cell,records,active_days,priority_score_0_100,police_station,junction,peak_hour_IST,peak_hour_count,peak_hour_share,top_weekday,avg_violation_severity_1_5,avg_vehicle_obstruction_1_5,top_violations,top_vehicle_types,sample_location
518,13.019,77.558,161,36,19.11,Yeshwanthpura,No Junction,07:00-07:59,32,0.1988,Friday,2.32,2.03,WRONG PARKING (91); NO PARKING (75); PARKING IN A MAIN ROAD (15),SCOOTER (59); CAR (56); PASSENGER AUTO (20),"Triveni Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
519,13.097,77.599,146,33,19.06,Yelahanka,No Junction,02:00-02:59,43,0.2945,Thursday,2.05,2.18,WRONG PARKING (121); NO PARKING (25); DEFECTIVE NUMBER PLATE (12),SCOOTER (48); MAXI-CAB (43); CAR (18),"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)"
520,12.932,77.632,299,28,19.03,Adugodi,No Junction,02:00-02:59,72,0.2408,Monday,2.15,2.01,NO PARKING (290); WRONG PARKING (24); PARKING IN A MAIN ROAD (15),CAR (147); SCOOTER (85); MOTOR CYCLE (59),"Srinivagilu Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
521,12.937,77.627,101,59,18.98,Adugodi,No Junction,14:00-14:59,19,0.1881,Wednesday,2.03,1.14,WRONG PARKING (83); NO PARKING (19); PARKING IN A MAIN ROAD (1),SCOOTER (50); MOTOR CYCLE (41); PASSENGER AUTO (3),"Srinivagilu Main Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
522,13.072,77.593,120,36,18.95,Hebbala,No Junction,11:00-11:59,27,0.225,Monday,2.12,2.28,NO PARKING (66); WRONG PARKING (56); DEFECTIVE NUMBER PLATE (7),CAR (61); SCOOTER (23); MOTOR CYCLE (12),"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)"
523,13.072,77.589,190,42,18.95,Kodigehalli,No Junction,09:00-09:59,42,0.2211,Sunday,2.32,1.32,WRONG PARKING (157); PARKING ON FOOTPATH (60); NO PARKING (33),SCOOTER (102); MOTOR CYCLE (56); CAR (27),"Sahakar Nagar Road, L&T Realty Elara Celestia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
524,12.936,77.617,113,39,18.94,Adugodi,No Junction,04:00-04:59,14,0.1239,Sunday,2.3,2.33,NO PARKING (108); WRONG PARKING (13); PARKING IN A MAIN ROAD (10),CAR (58); SCOOTER (23); PASSENGER AUTO (13),"20th Main Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
525,13.008,77.543,112,41,18.78,Rajajinagar,No Junction,06:00-06:59,24,0.2143,Friday,2.08,2.0,NO PARKING (61); WRONG PARKING (52); DEFECTIVE NUMBER PLATE (6),SCOOTER (38); CAR (37); MOTOR CYCLE (15),"15th Cross Road, Sumukha, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)"
526,12.912,77.634,218,38,18.6,HSR Layout,No Junction,12:00-12:59,77,0.3532,Sunday,2.0,1.11,WRONG PARKING (216); DEFECTIVE NUMBER PLATE (2); NO PARKING (2),MOTOR CYCLE (94); SCOOTER (93); MOPED (19),"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
527,12.941,77.567,125,35,18.6,Basavanagudi,No Junction,03:00-03:59,32,0.256,Sunday,2.02,2.14,NO PARKING (86); WRONG PARKING (39); PARKING IN A MAIN ROAD (1),CAR (65); SCOOTER (38); MOTOR CYCLE (15),"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
528,12.987,77.735,128,18,18.58,Whitefield,No Junction,04:00-04:59,33,0.2578,Friday,3.49,1.05,PARKING ON FOOTPATH (126); WRONG PARKING (110); NO PARKING (53),MOTOR CYCLE (69); SCOOTER (57); CAR (1),"Whitefield Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
529,12.907,77.631,139,26,18.54,HSR Layout,No Junction,13:00-13:59,52,0.3741,Tuesday,2.0,2.1,WRONG PARKING (139); DEFECTIVE NUMBER PLATE (1),SCOOTER (49); CAR (34); LGV (21),"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)"
530,12.974,77.609,119,16,18.5,Ashok Nagar,No Junction,10:00-10:59,60,0.5042,Sunday,2.01,2.17,NO PARKING (117); WRONG PARKING (2); DEFECTIVE NUMBER PLATE (1),CAR (61); SCOOTER (32); MOTOR CYCLE (15),"Residency Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
531,12.912,77.635,147,39,18.49,HSR Layout,No Junction,14:00-14:59,41,0.2789,Monday,2.02,1.62,NO PARKING (104); WRONG PARKING (43); DEFECTIVE NUMBER PLATE (3),MOTOR CYCLE (44); CAR (43); SCOOTER (37),"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
532,13.027,77.58,115,34,18.47,Kodigehalli,No Junction,06:00-06:59,33,0.287,Tuesday,2.0,2.06,WRONG PARKING (101); NO PARKING (14); DEFECTIVE NUMBER PLATE (1),MOTOR CYCLE (48); CAR (38); PASSENGER AUTO (10),"80 Feet Road, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
533,12.99,77.599,119,46,18.45,High ground,No Junction,08:00-08:59,19,0.1597,Saturday,2.04,1.8,WRONG PARKING (112); NO PARKING (7); DEFECTIVE NUMBER PLATE (6),SCOOTER (60); PASSENGER AUTO (31); CAR (19),"Queens Road, Govinda Chetty Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
534,12.891,77.639,100,29,18.42,HSR Layout,No Junction,05:00-05:59,25,0.25,Wednesday,2.21,2.3,WRONG PARKING (81); NO PARKING (19); DOUBLE PARKING (7),CAR (47); SCOOTER (16); PASSENGER AUTO (10),"Hosur Road, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
535,13.034,77.589,119,43,18.36,Hebbala,No Junction,04:00-04:59,23,0.1933,Wednesday,2.0,1.85,NO PARKING (109); WRONG PARKING (10); DEFECTIVE NUMBER PLATE (9),CAR (38); SCOOTER (36); MOTOR CYCLE (33),"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
536,12.996,77.563,462,29,18.31,Sheshadripuram,No Junction,09:00-09:59,104,0.2251,Friday,2.0,1.25,NO PARKING (272); WRONG PARKING (190),SCOOTER (305); MOTOR CYCLE (102); CAR (41),"4th Main Road, Nagappa Block, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)"
537,12.964,77.554,124,46,18.31,Magadi Road,No Junction,10:00-10:59,34,0.2742,Monday,2.0,1.21,NO PARKING (101); WRONG PARKING (23); DEFECTIVE NUMBER PLATE (1),SCOOTER (100); MOTOR CYCLE (10); PASSENGER AUTO (7),"Hosahalli Main Road, Umar Farooq Nagar, Padarayanapura, Bengaluru, Karnataka. Pin-560018 (India)"
538,12.936,77.518,207,37,18.2,Byatarayanapura,No Junction,10:00-10:59,39,0.1884,Sunday,2.25,1.48,WRONG PARKING (147); NO PARKING (61); PARKING IN A MAIN ROAD (16),SCOOTER (90); MOTOR CYCLE (61); PASSENGER AUTO (28),"Mysore Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)"
539,13.008,77.557,138,31,18.2,Malleshwaram,No Junction,08:00-08:59,34,0.2464,Saturday,2.0,2.24,WRONG PARKING (97); NO PARKING (41),CAR (78); SCOOTER (36); MOTOR CYCLE (13),"GP Rajarathnam Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
540,13.005,77.569,167,38,18.1,Malleshwaram,No Junction,02:00-02:59,27,0.1617,Tuesday,2.0,2.03,NO PARKING (107); WRONG PARKING (60); DEFECTIVE NUMBER PLATE (1),CAR (74); MOTOR CYCLE (47); SCOOTER (30),"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
541,12.962,77.717,120,34,18.03,HAL Old Airport,No Junction,05:00-05:59,24,0.2,Saturday,2.0,2.25,WRONG PARKING (120); DEFECTIVE NUMBER PLATE (1),CAR (45); SCOOTER (22); MOTOR CYCLE (21),"ITPL Main Road, MS Ramaiah Silicon Field Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
542,13.064,77.59,107,31,17.9,Kodigehalli,No Junction,13:00-13:59,25,0.2336,Saturday,2.25,1.9,WRONG PARKING (98); NO PARKING (9); DOUBLE PARKING (6),CAR (45); SCOOTER (34); MOTOR CYCLE (25),"20th Main Road, Ganapathinagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
543,13.035,77.625,104,16,17.59,K.G. Halli,No Junction,02:00-02:59,36,0.3462,Sunday,2.0,2.58,NO PARKING (101); WRONG PARKING (3),CAR (43); HGV (29); LGV (19),"5th Cross Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
544,12.933,77.631,204,26,17.58,Adugodi,No Junction,03:00-03:59,58,0.2843,Saturday,2.0,1.81,NO PARKING (203); WRONG PARKING (1); DEFECTIVE NUMBER PLATE (1),CAR (83); SCOOTER (60); MOTOR CYCLE (59),"Srinivagilu Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
545,12.961,77.528,494,17,17.53,Byatarayanapura,No Junction,12:00-12:59,154,0.3117,Thursday,2.01,1.09,WRONG PARKING (459); NO PARKING (65); DEFECTIVE NUMBER PLATE (17),SCOOTER (319); MOTOR CYCLE (146); CAR (16),"4th Main Road, Sri Basaveshwara HBCS, Phase 1, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)"
546,12.938,77.701,101,11,17.44,HAL Old Airport,No Junction,06:00-06:59,40,0.396,Sunday,2.41,1.99,WRONG PARKING (94); NO PARKING (25); PARKING IN A MAIN ROAD (13),SCOOTER (36); CAR (35); MOTOR CYCLE (15),"Panathur Main Road, High Cliff, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
547,12.935,77.536,123,26,17.43,Banashankari,No Junction,02:00-02:59,59,0.4797,Tuesday,2.0,1.08,NO PARKING (121); DEFECTIVE NUMBER PLATE (7); WRONG PARKING (2),SCOOTER (85); MOTOR CYCLE (32); PASSENGER AUTO (4),"8th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
548,12.986,77.605,104,36,17.41,Shivajinagar,No Junction,10:00-10:59,26,0.25,Sunday,2.03,1.58,WRONG PARKING (71); NO PARKING (33); DEFECTIVE NUMBER PLATE (5),SCOOTER (57); PASSENGER AUTO (17); MOTOR CYCLE (13),"Broadway Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)"
549,13.051,77.553,130,34,17.38,Jalahalli,No Junction,10:00-10:59,27,0.2077,Tuesday,2.25,1.47,NO PARKING (117); WRONG PARKING (43); PARKING IN A MAIN ROAD (11),SCOOTER (73); CAR (27); MOTOR CYCLE (25),"Rajatha Bhavana Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
550,12.876,77.597,201,15,17.32,Hulimavu,No Junction,06:00-06:59,104,0.5174,Wednesday,2.01,1.24,WRONG PARKING (143); NO PARKING (58); PARKING IN A MAIN ROAD (1),SCOOTER (115); MOTOR CYCLE (60); CAR (20),"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
551,12.997,77.614,115,24,17.29,Pulikeshinagar(F.Town),No Junction,03:00-03:59,50,0.4348,Saturday,2.0,1.4,NO PARKING (84); WRONG PARKING (31); DEFECTIVE NUMBER PLATE (1),SCOOTER (73); CAR (18); MOTOR CYCLE (18),"Robertson Road, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
552,12.983,77.61,362,29,17.25,Shivajinagar,No Junction,10:00-10:59,85,0.2348,Monday,2.01,1.05,WRONG PARKING (355); DEFECTIVE NUMBER PLATE (26); NO PARKING (7),SCOOTER (285); MOTOR CYCLE (64); CAR (6),"Veera Pillai Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
553,12.895,77.599,109,24,17.06,J.P. Nagar,No Junction,06:00-06:59,47,0.4312,Thursday,2.0,1.33,NO PARKING (108); DEFECTIVE NUMBER PLATE (3); WRONG PARKING (1),SCOOTER (66); MOTOR CYCLE (25); CAR (18),"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)"
554,12.841,77.677,166,15,17.03,Electronic City,No Junction,09:00-09:59,45,0.2711,Monday,2.82,1.27,NO PARKING (112); WRONG PARKING (55); PARKING IN A MAIN ROAD (39),SCOOTER (81); MOTOR CYCLE (70); PRIVATE BUS (7),"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India"
555,12.926,77.619,126,16,16.93,Madiwala,No Junction,01:00-01:59,25,0.1984,Tuesday,2.02,2.87,NO PARKING (123); WRONG PARKING (3); PARKING NEAR ROAD CROSSING (1),CAR (101); LGV (5); LORRY/GOODS VEHICLE (5),"1st Cross Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)"
556,12.935,77.537,110,30,16.93,Banashankari,No Junction,02:00-02:59,40,0.3636,Friday,2.0,1.2,NO PARKING (106); DEFECTIVE NUMBER PLATE (4); WRONG PARKING (4),SCOOTER (79); MOTOR CYCLE (22); MAXI-CAB (3),"7th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
557,12.966,77.718,145,25,16.81,HAL Old Airport,No Junction,11:00-11:59,45,0.3103,Saturday,2.05,1.53,WRONG PARKING (130); NO PARKING (16); DEFECTIVE NUMBER PLATE (11),SCOOTER (72); MOTOR CYCLE (32); CAR (19),"ITPL Main Road, Vijetha Lapis Lazati, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)"
558,12.933,77.692,209,25,16.79,HAL Old Airport,No Junction,05:00-05:59,45,0.2153,Friday,2.43,1.16,NO PARKING (128); WRONG PARKING (84); PARKING IN A MAIN ROAD (27),SCOOTER (126); MOTOR CYCLE (57); CAR (15),"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)"
559,12.991,77.572,161,28,16.58,Sheshadripuram,No Junction,11:00-11:59,36,0.2236,Tuesday,2.0,1.65,NO PARKING (138); WRONG PARKING (24); DEFECTIVE NUMBER PLATE (6),SCOOTER (74); PASSENGER AUTO (38); MOTOR CYCLE (25),"Sri Venkataranga Iyengar Road, Sirur Park Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
560,12.958,77.668,108,17,16.53,HAL Old Airport,No Junction,02:00-02:59,41,0.3796,Monday,2.0,1.8,WRONG PARKING (96); NO PARKING (13); DEFECTIVE NUMBER PLATE (6),SCOOTER (43); CAR (42); MOTOR CYCLE (22),"Old Airport Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
561,12.936,77.69,125,17,16.28,HAL Old Airport,No Junction,03:00-03:59,47,0.376,Tuesday,2.34,1.11,NO PARKING (95); WRONG PARKING (34); PARKING IN A MAIN ROAD (13),SCOOTER (79); MOTOR CYCLE (34); MAXI-CAB (5),"Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
562,13.05,77.526,154,20,16.19,Jalahalli,No Junction,10:00-10:59,66,0.4286,Tuesday,2.0,1.0,WRONG PARKING (101); NO PARKING (53),SCOOTER (97); MOTOR CYCLE (54); MOPED (3),"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)"
563,12.971,77.618,215,25,16.08,Halasur,No Junction,03:00-03:59,58,0.2698,Thursday,2.0,1.16,WRONG PARKING (194); NO PARKING (21); DEFECTIVE NUMBER PLATE (8),SCOOTER (135); MOTOR CYCLE (63); CAR (14),"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
564,12.992,77.59,152,12,16.06,High ground,No Junction,04:00-04:59,73,0.4803,Wednesday,2.14,1.0,NO PARKING (118); WRONG PARKING (34); PARKING IN A MAIN ROAD (6),SCOOTER (133); MOTOR CYCLE (19),"2nd Cross Road, Valliappa Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
565,13.054,77.593,135,5,15.97,Kodigehalli,No Junction,11:00-11:59,74,0.5481,Saturday,2.02,1.34,WRONG PARKING (100); NO PARKING (35); DEFECTIVE NUMBER PLATE (10),SCOOTER (64); MOTOR CYCLE (47); CAR (23),"Bellary Road, Godrej Platinum, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
566,13.028,77.542,150,25,15.94,Yeshwanthpura,No Junction,10:00-10:59,24,0.16,Wednesday,2.48,1.18,NO PARKING (137); PARKING IN A MAIN ROAD (20); WRONG PARKING (16),MOTOR CYCLE (85); SCOOTER (44); CAR (6),"Mumbai Bengaluru Highway, Cardinal One, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
567,12.941,77.525,111,22,15.93,Byatarayanapura,No Junction,11:00-11:59,31,0.2793,Monday,2.16,1.41,WRONG PARKING (93); NO PARKING (18); PARKING IN A MAIN ROAD (6),SCOOTER (59); MOTOR CYCLE (26); CAR (9),"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)"
568,13.1,77.589,138,20,15.89,Yelahanka,No Junction,11:00-11:59,42,0.3043,Sunday,2.04,1.47,NO PARKING (135); WRONG PARKING (3); PARKING IN A MAIN ROAD (2),SCOOTER (52); MOTOR CYCLE (50); CAR (23),"3rd A Cross Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
569,12.84,77.677,127,25,15.88,Electronic City,No Junction,13:00-13:59,18,0.1417,Monday,2.36,1.5,NO PARKING (85); WRONG PARKING (43); PARKING ON FOOTPATH (13),SCOOTER (53); MOTOR CYCLE (39); CAR (28),"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India"
570,12.974,77.608,129,26,15.86,Ashok Nagar,No Junction,14:00-14:59,33,0.2558,Monday,2.09,1.26,WRONG PARKING (108); NO PARKING (21); PARKING IN A MAIN ROAD (4),SCOOTER (66); MOTOR CYCLE (48); CAR (9),"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
571,12.989,77.501,158,22,15.85,Kamakshipalya,No Junction,10:00-10:59,54,0.3418,Monday,2.04,1.04,NO PARKING (120); WRONG PARKING (38); DEFECTIVE NUMBER PLATE (4),SCOOTER (101); MOTOR CYCLE (54); CAR (2),"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
572,12.973,77.607,100,28,15.76,Ashok Nagar,No Junction,12:00-12:59,25,0.25,Sunday,2.06,1.26,WRONG PARKING (58); NO PARKING (42); DEFECTIVE NUMBER PLATE (2),MOTOR CYCLE (43); SCOOTER (42); PASSENGER AUTO (7),"Brigade Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
573,13.093,77.594,208,24,15.75,Yelahanka,No Junction,11:00-11:59,54,0.2596,Sunday,2.0,1.14,WRONG PARKING (169); NO PARKING (39); DEFECTIVE NUMBER PLATE (9),SCOOTER (138); MOTOR CYCLE (55); CAR (13),"Allalasandra Main Road, Taralabalu Enclave, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
574,12.972,77.618,143,25,15.74,Halasur,No Junction,03:00-03:59,37,0.2587,Wednesday,2.01,1.32,WRONG PARKING (129); NO PARKING (14); DEFECTIVE NUMBER PLATE (3),SCOOTER (70); MOTOR CYCLE (48); CAR (16),"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
575,12.912,77.633,166,27,15.72,HSR Layout,No Junction,11:00-11:59,40,0.241,Sunday,2.02,1.16,WRONG PARKING (156); NO PARKING (10); DEFECTIVE NUMBER PLATE (5),SCOOTER (102); MOTOR CYCLE (44); CAR (11),"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
576,12.871,77.654,124,19,15.72,Electronic City,No Junction,07:00-07:59,36,0.2903,Thursday,2.02,1.6,WRONG PARKING (116); NO PARKING (8); DEFECTIVE NUMBER PLATE (4),SCOOTER (56); MOTOR CYCLE (32); CAR (19),"Parappana Agrahara Main Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
577,12.959,77.668,140,7,15.71,HAL Old Airport,No Junction,03:00-03:59,57,0.4071,Monday,2.06,1.7,WRONG PARKING (129); NO PARKING (11); DEFECTIVE NUMBER PLATE (7),SCOOTER (56); CAR (46); MOTOR CYCLE (35),"Dr BR Ambedkar Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
578,13.027,77.543,145,28,15.65,Yeshwanthpura,No Junction,08:00-08:59,27,0.1862,Sunday,2.03,1.4,NO PARKING (129); WRONG PARKING (16); PARKING ON FOOTPATH (4),MOTOR CYCLE (64); SCOOTER (50); CAR (25),"Mumbai Bengaluru Highway, RNS Shanthi Nivas, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
579,12.964,77.54,119,25,15.49,Vijayanagara,No Junction,11:00-11:59,22,0.1849,Saturday,2.03,1.63,WRONG PARKING (85); NO PARKING (34); DEFECTIVE NUMBER PLATE (2),SCOOTER (66); CAR (37); MOTOR CYCLE (15),"Sri Sankasta Hara Ganapati Temple Road, Hampi Nagar, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 "
580,12.914,77.605,107,21,15.47,Mico Layout,No Junction,05:00-05:59,29,0.271,Thursday,2.03,1.5,NO PARKING (105); WRONG PARKING (2); PARKING IN A MAIN ROAD (1),SCOOTER (46); MOTOR CYCLE (33); CAR (21),"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
581,12.914,77.606,141,19,15.46,Mico Layout,No Junction,11:00-11:59,48,0.3404,Thursday,2.0,1.19,NO PARKING (140); DEFECTIVE NUMBER PLATE (1); WRONG PARKING (1),SCOOTER (75); MOTOR CYCLE (52); CAR (9),"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
582,13.029,77.571,157,19,15.31,Sadashivanagar,No Junction,08:00-08:59,39,0.2484,Saturday,2.31,1.06,NO PARKING (145); PARKING IN A MAIN ROAD (13); WRONG PARKING (12),SCOOTER (92); MOTOR CYCLE (61); CAR (2),"Padmasri CK Venkata Ramaiah Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
583,12.964,77.541,111,21,15.26,Vijayanagara,No Junction,11:00-11:59,29,0.2613,Thursday,2.05,1.39,WRONG PARKING (90); NO PARKING (21); DEFECTIVE NUMBER PLATE (4),SCOOTER (62); MOTOR CYCLE (27); CAR (18),"Sri Sankasta Hara Ganapati Temple Road, Hampi Nagar, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 "
584,12.984,77.609,188,19,15.19,Shivajinagar,No Junction,09:00-09:59,58,0.3085,Saturday,2.02,1.0,WRONG PARKING (188); DEFECTIVE NUMBER PLATE (13); PARKING ON FOOTPATH (4),SCOOTER (167); MOTOR CYCLE (21),"Veera Pillai Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
585,12.962,77.649,100,24,15.04,Jeevanbheemanagar,No Junction,09:00-09:59,20,0.2,Tuesday,2.0,1.51,NO PARKING (100); DEFECTIVE NUMBER PLATE (3),SCOOTER (51); MOTOR CYCLE (25); CAR (16),"5th Main Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
586,12.984,77.608,166,7,15.01,Shivajinagar,No Junction,09:00-09:59,78,0.4699,Monday,2.0,1.03,WRONG PARKING (166); DEFECTIVE NUMBER PLATE (9),SCOOTER (127); MOTOR CYCLE (34); PASSENGER AUTO (3),"Jewellers Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
587,13.094,77.594,133,17,14.93,Yelahanka,No Junction,05:00-05:59,44,0.3308,Wednesday,2.0,1.14,WRONG PARKING (121); NO PARKING (12); DEFECTIVE NUMBER PLATE (1),SCOOTER (67); MOTOR CYCLE (54); CAR (6),"Allalasandra Main Road, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
588,12.995,77.59,214,13,14.36,High ground,No Junction,02:00-02:59,60,0.2804,Wednesday,2.0,1.06,WRONG PARKING (207); NO PARKING (7); DEFECTIVE NUMBER PLATE (6),SCOOTER (177); MOTOR CYCLE (31); CAR (6),"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
589,13.049,77.593,117,20,14.24,Hebbala,No Junction,03:00-03:59,28,0.2393,Wednesday,2.0,1.12,NO PARKING (109); WRONG PARKING (9); DEFECTIVE NUMBER PLATE (8),SCOOTER (90); MOTOR CYCLE (19); CAR (6),"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
590,12.998,77.582,108,19,14.0,Sheshadripuram,No Junction,09:00-09:59,23,0.213,Tuesday,2.03,1.19,NO PARKING (107); DEFECTIVE NUMBER PLATE (3); PARKING IN A MAIN ROAD (1),MOTOR CYCLE (61); SCOOTER (37); CAR (6),"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
591,12.961,77.527,121,10,13.72,Byatarayanapura,No Junction,12:00-12:59,41,0.3388,Wednesday,2.0,1.01,WRONG PARKING (121); NO PARKING (19); DEFECTIVE NUMBER PLATE (6),SCOOTER (82); MOTOR CYCLE (37); PASSENGER AUTO (1),"4th Main Road, Sri Basaveshwara HBCS, Phase 1, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)"
592,13.009,77.556,151,16,13.68,Malleshwaram,No Junction,06:00-06:59,34,0.2252,Wednesday,2.0,1.04,WRONG PARKING (134); NO PARKING (17),SCOOTER (105); MOTOR CYCLE (43); CAR (3),"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
